Rank,Name,Country,Sector,Absolute Growth Rate,Compound Annual Growth Rate,Revenue 2017,Employees 2017,Founded,Revenue 2018,Revenue 2015,Employees 2018,Revenue 2019,Revenue 2016,Employees 2019,Employees 2016,Revenue 2020,Employees 2020,Revenue 2021,Employees 2021,Revenue 2022,Employees 2022,Year
131,Superprof,France,Support Services,"1,072.2%",127.2%,,,2013,7.10,0.61,83,,,,,,,,,,,2020
132,Typeform,Spain,Technology,"1,058.5%",126.3%,,,2012,16.45,1.42,191,,,,,,,,,,,2020
133,Dipe Concept,France,Construction,"1,043.3%",125.3%,,,2013,2.04,0.18,18,,,,,,,,,,,2020
134,fitbox,Germany,Travel & Leisure,"1,041.8%",125.2%,,,2011,9.66,0.85,322,,,,,,,,,,,2020
135,Prodigi Group,United Kingdom,Technology,"1,025.9%",124.1%,,,2014,20.40,2.18,80,,,,,,,,,,,2020
136,TBT,Italy,Industrial Goods,"1,023.3%",124.0%,,,2015,1.68,0.15,8,,,,,,,,,,,2020
137,Biochem Organics,Romania,Agricultural Commodities,"1,020.0%",123.7%,,,2015,8.40,0.75,10,,,,,,,,,,,2020
138,Malagris,Lithuania,Construction,"1,016.1%",123.5%,,,2013,9.49,0.85,26,,,,,,,,,,,2020
139,Applifting,Czech Republic,Technology,"1,011.0%",123.1%,,,2014,1.68,0.14,39,,,,,,,,,,,2020
140,MTM Ruhrzinn,Germany,Waste Management & Recycling,"1,010.9%",123.1%,,,2014,3.89,0.35,12,,,,,,,,,,,2020
141,Rezatec,United Kingdom,Technology,"1,009.2%",123.0%,,,2012,3.43,0.37,35,,,,,,,,,,,2020
142,ACCENTA Music,Germany,Advertising,"1,008.8%",123.0%,,,2006,8.00,0.72,15,,,,,,,,,,,2020
143,Facephi Biometria,Spain,Fintech,999.7%,122.4%,,,2012,4.48,0.41,23,,,,,,,,,,,2020
144,Mia,Italy,Technology,992.9%,121.9%,,,2012,2.39,0.22,33,,,,,,,,,,,2020
145,eila Consulting,Germany,Travel & Leisure,992.0%,121.9%,,,2013,5.86,0.54,12,,,,,,,,,,,2020
146,Ankerkraut,Germany,Food & Beverage,978.2%,120.9%,,,2013,12.60,1.17,60,,,,,,,,,,,2020
147,Cornexim,Hungary,Agricultural Commodities,977.4%,120.9%,,,2015,3.32,0.32,4,,,,,,,,,,,2020
148,Adsmurai,Spain,Advertising,973.8%,120.6%,,,2014,3.32,0.31,81,,,,,,,,,,,2020
149,2E Vertriebs-GmbH,Germany,Retail,972.5%,120.5%,,,2014,8.03,0.75,13,,,,,,,,,,,2020
150,Beer52,United Kingdom,Ecommerce,964.3%,120.0%,,,2013,12.35,1.37,24,,,,,,,,,,,2020
151,Circle   Imperium,Netherlands,Media,963.3%,119.9%,,,2012,7.78,0.73,15,,,,,,,,,,,2020
152,Widget Brain Holding,Netherlands,Technology,962.5%,119.8%,,,2015,1.70,0.16,24,,,,,,,,,,,2020
153,Velotransport,Italy,Transport,960.6%,119.7%,,,2014,2.42,0.23,43,,,,,,,,,,,2020
154,FIDUCIM,France,Property,952.8%,119.2%,,,2013,9.80,0.93,15,,,,,,,,,,,2020
155,Matsmart in   Scandinavia,Sweden,Ecommerce,946.3%,118.7%,,,2014,26.74,2.80,105,,,,,,,,,,,2020
156,Moluna,Germany,Ecommerce,945.1%,118.6%,,,2014,9.88,0.95,7,,,,,,,,,,,2020
157,Metis,Germany,Construction,936.5%,118.0%,,,2014,11.03,1.06,12,,,,,,,,,,,2020
158,CP Group,Germany,Retail,933.6%,117.8%,,,1998,37.21,3.60,231,,,,,,,,,,,2020
159,Ogury*,United Kingdom,Advertising,931.4%,117.7%,,,2014,70.42,8.38,295,,,,,,,,,,,2020
160,Elements Talent   Consultancy,United Kingdom,Technology,930.5%,117.6%,,,2009,7.16,0.85,111,,,,,,,,,,,2020
161,Miyagi,Italy,Advertising,923.3%,117.1%,,,2013,3.55,0.35,28,,,,,,,,,,,2020
162,ARES,France,Support Services,918.0%,116.7%,,,2010,12.57,1.24,45,,,,,,,,,,,2020
163,Q Agency,Croatia,Technology,916.5%,116.6%,,,2013,3.12,0.30,17,,,,,,,,,,,2020
164,Binary Subject,Portugal,Ecommerce,911.8%,116.3%,,,2013,20.70,2.05,169,,,,,,,,,,,2020
165,Königskinder   Immobilien,Germany,Property,904.0%,115.7%,,,2014,7.50,0.75,44,,,,,,,,,,,2020
166,Macropix,Italy,Technology,903.2%,115.7%,,,2013,6.66,0.66,14,,,,,,,,,,,2020
167,New Systems   HandelsgmbH,Austria,Personal & Household Goods,902.2%,115.6%,,,2009,4.00,0.40,4,,,,,,,,,,,2020
168,Rojen Commerce*,Romania,Retail,901.2%,115.5%,,,2015,23.44,2.45,37,,,,,,,,,,,2020
169,YourParkingSpace,United Kingdom,Technology,900.7%,115.5%,,,2013,7.30,0.86,21,,,,,,,,,,,2020
170,Infratech Bau,Germany,Construction,900.0%,115.4%,,,2007,12.80,1.28,45,,,,,,,,,,,2020
171,nDreams,United Kingdom,Games Industry,898.4%,115.3%,,,2002,2.01,0.24,64,,,,,,,,,,,2020
172,Nova   Cartotecnica Roberto.s,Italy,Industrial Goods,898.3%,115.3%,,,2012,2.08,0.21,33,,,,,,,,,,,2020
173,Neuhoff   Massivbau,Germany,Construction,867.8%,113.1%,,,2014,2.06,0.21,7,,,,,,,,,,,2020
174,HR XPERIENCE,Germany,Support Services,862.6%,112.7%,,,2015,21.90,2.28,860,,,,,,,,,,,2020
175,Ogrodosfera,Poland,Ecommerce,857.4%,112.3%,,,2012,5.96,0.63,15,,,,,,,,,,,2020
176,Velvet Media Italia,Italy,Advertising,856.5%,112.3%,,,2013,3.28,0.34,77,,,,,,,,,,,2020
177,Sendcloud,Netherlands,Ecommerce,853.1%,112.0%,,,2012,33.60,3.52,72,,,,,,,,,,,2020
178,Ds Glass,Italy,Retail,852.2%,112.0%,,,2013,6.85,0.72,5,,,,,,,,,,,2020
179,Liikennevirta,Finland,Technology,849.8%,111.8%,,,2013,4.12,0.43,50,,,,,,,,,,,2020
180,MetaMinds,Romania,Cyber Security,844.7%,111.4%,,,2015,10.65,1.18,28,,,,,,,,,,,2020
181,Prestige   Car Center,Finland,Automobiles,840.0%,111.0%,,,2014,4.70,0.50,2,,,,,,,,,,,2020
182,Eland Oil &   Gas**,United Kingdom,Energy,834.8%,110.7%,,,2009,143.27,16.31,131,,,,,,,,,,,2020
183,InTradeLog,Hungary,Agricultural Commodities,829.1%,110.2%,,,2006,3.81,0.42,3,,,,,,,,,,,2020
184,Gecko Labs,United Kingdom,Technology,826.4%,110.0%,,,2012,1.55,0.20,29,,,,,,,,,,,2020
185,Silxo,United Kingdom,Technology,822.1%,109.7%,,,2014,4.83,0.62,10,,,,,,,,,,,2020
186,SOLSOL,Czech Republic,Energy,820.3%,109.6%,,,2012,7.06,0.72,5,,,,,,,,,,,2020
187,Ministry of Programming,Bosnia and Herzegovina,Technology,818.8%,109.4%,,,2015,3.81,0.42,71,,,,,,,,,,,2020
188,Ramge Software Distribution,Germany,Technology,818.5%,109.4%,,,2004,7.62,0.83,18,,,,,,,,,,,2020
189,Genius   Sports Group*,United Kingdom,Technology,813.9%,109.1%,,,2015,74.35,10.00,901,,,,,,,,,,,2020
190,ITP   TECHNOLOGIE,France,Retail,813.3%,109.0%,,,2013,8.31,0.91,8,,,,,,,,,,,2020
191,Letisan (RocketBaby),Italy,Ecommerce,813.1%,109.0%,,,2014,2.32,0.25,7,,,,,,,,,,,2020
192,Santigado,Portugal,Agricultural Commodities,808.5%,108.7%,,,2015,1.67,0.18,3,,,,,,,,,,,2020
193,Kombitex,Germany,Retail,807.6%,108.6%,,,2014,8.63,0.95,17,,,,,,,,,,,2020
194,Tower   Hamlets GP Care Group,United Kingdom,Health,801.4%,108.1%,,,2014,26.72,3.57,381,,,,,,,,,,,2020
195,DEFAMA Deutsche Fachmarkt,Germany,Property,800.2%,108.0%,,,2014,9.09,1.01,15,,,,,,,,,,,2020
196,Etno Cafe,Poland,Food & Beverage,800.0%,108.0%,,,2012,4.91,0.56,248,,,,,,,,,,,2020
197,Lockwood   Publishing,United Kingdom,Games Industry,799.5%,108.0%,,,2007,20.34,2.72,90,,,,,,,,,,,2020
198,Plan Communications Holding,United Kingdom,Telecoms,797.7%,107.8%,,,2015,54.10,7.18,94,,,,,,,,,,,2020
199,Globalwork,Italy,Telecoms,792.4%,107.4%,,,2011,2.29,0.26,37,,,,,,,,,,,2020
200,Parlem Telecom,Spain,Telecoms,791.0%,107.3%,,,2012,5.71,0.64,21,,,,,,,,,,,2020
201,Anteco Systems (AnyTech365),Spain,Technology,790.6%,107.3%,,,2014,10.06,1.13,295,,,,,,,,,,,2020
202,Xtream Codes,Bulgaria,Technology,781.0%,106.5%,,,2015,3.02,0.34,n/a,,,,,,,,,,,2020
203,Mobile Wave   Solutions,Bulgaria,Technology,779.7%,106.4%,,,2014,2.72,0.31,58,,,,,,,,,,,2020
204,Watt And Volt,Greece,Energy,776.2%,106.2%,,,2011,164.03,18.72,234,,,,,,,,,,,2020
205,84codes,Sweden,Technology,775.3%,106.1%,,,2012,4.87,0.59,8,,,,,,,,,,,2020
206,VH24,Germany,Support Services,773.0%,105.9%,,,2011,8.78,1.01,54,,,,,,,,,,,2020
207,JBR Capital,United Kingdom,Financial Services,769.7%,105.6%,,,2015,18.66,2.62,45,,,,,,,,,,,2020
208,PlasmaPro,Estonia,Industrial Goods,768.8%,105.6%,,,2015,2.27,0.26,8,,,,,,,,,,,2020
209,DataValue   Consulting,France,Management Consulting,760.3%,104.9%,,,2014,10.17,1.18,155,,,,,,,,,,,2020
210,Seargin,Poland,Technology,760.1%,104.9%,,,2014,11.54,1.37,51,,,,,,,,,,,2020
211,A.N.NE,Germany,Retail,759.2%,104.8%,,,2012,2.37,0.28,4,,,,,,,,,,,2020
212,Fram   Skandinavien,Sweden,Technology,754.7%,104.5%,,,2014,1.84,0.24,100,,,,,,,,,,,2020
213,Versoprobo,Italy,Support Services,751.7%,104.2%,,,2009,14.99,1.76,292,,,,,,,,,,,2020
214,Proficio Marketing,Czech Republic,Advertising,750.0%,104.1%,,,2013,1.99,0.22,18,,,,,,,,,,,2020
215,Reverse   Media Group,United Kingdom,Media,734.2%,102.8%,,,2014,8.57,1.21,15,,,,,,,,,,,2020
216,Grabyo,United Kingdom,Media,729.2%,102.4%,,,2013,5.10,0.75,50,,,,,,,,,,,2020
217,Housekeep,United Kingdom,Technology,727.3%,102.2%,,,2014,10.29,1.49,32,,,,,,,,,,,2020
218,Powerspace,France,Technology,726.8%,102.2%,,,2008,5.29,0.64,10,,,,,,,,,,,2020
219,DUSAPRO Immobilien,Germany,Property,718.5%,101.5%,,,2012,25.70,3.14,15,,,,,,,,,,,2020
220,REMA-Solutions,Germany,Support Services,715.4%,101.3%,,,2014,6.18,0.76,60,,,,,,,,,,,2020
221,Eciglogística,Spain,Ecommerce,711.4%,100.9%,,,2013,15.73,1.94,38,,,,,,,,,,,2020
222,Forsyth Barnes,United Kingdom,Support Services,706.0%,100.5%,,,2014,4.63,0.70,18,,,,,,,,,,,2020
223,Gute Marken Online,Germany,Ecommerce,705.9%,100.5%,,,2011,11.41,1.42,6,,,,,,,,,,,2020
224,New   Wave Capital,United Kingdom,Fintech,703.1%,100.3%,,,2012,44.39,6.65,73,,,,,,,,,,,2020
225,My Portage,France,Support Services,702.8%,100.2%,,,2013,4.92,0.61,73,,,,,,,,,,,2020
226,Born Stahlbau*,Germany,Construction,697.6%,99.8%,,,2015,3.01,0.38,9,,,,,,,,,,,2020
227,tecRacer Consulting*,Germany,Technology,696.8%,99.7%,,,2015,5.48,0.69,26,,,,,,,,,,,2020
228,Medical Net,Italy,Education,695.7%,99.6%,,,2009,2.07,0.26,8,,,,,,,,,,,2020
229,Midstream   Lighting,United Kingdom,Technology,692.9%,99.4%,,,2012,5.70,0.88,8,,,,,,,,,,,2020
230,Good one,Lithuania,Sales & Marketing,691.0%,99.2%,,,2009,10.01,1.26,22,,,,,,,,,,,2020
231,Lapelle,Italy,Industrial Goods,685.4%,98.8%,,,2006,19.90,2.53,9,,,,,,,,,,,2020
232,Eesti Metsameister,Estonia,Agricultural Commodities,681.1%,98.4%,,,2012,7.02,0.90,10,,,,,,,,,,,2020
233,Cookies Factory,Italy,Advertising,680.6%,98.4%,,,2013,5.24,0.67,13,,,,,,,,,,,2020
234,MC2   Technologies,France,Technology,675.2%,97.9%,,,2004,7.26,0.94,42,,,,,,,,,,,2020
235,Stavební Interiérové   Systémy*,Czech Republic,Construction,671.6%,97.6%,,,2015,21.70,2.65,44,,,,,,,,,,,2020
236,cosos,Germany,Industrial Goods,670.2%,97.5%,,,2015,4.97,0.65,45,,,,,,,,,,,2020
237,HalalBooking,United Kingdom,Travel & Leisure,668.9%,97.4%,,,2014,3.22,0.51,50,,,,,,,,,,,2020
238,Idento,France,Management Consulting,668.0%,97.3%,,,2015,2.12,0.28,25,,,,,,,,,,,2020
239,T-WATT,Czech Republic,Energy,667.5%,97.3%,,,2014,125.69,15.40,11,,,,,,,,,,,2020
240,DrDoctor,United Kingdom,Health,665.1%,97.0%,,,2012,2.37,0.36,26,,,,,,,,,,,2020
241,SKILLSDAY,France,Technology,664.9%,97.0%,,,2015,1.70,0.22,25,,,,,,,,,,,2020
242,Sonarworks,Latvia,Technology,663.0%,96.9%,,,2012,2.20,0.29,39,,,,,,,,,,,2020
243,griep   Baulogistik,Germany,Construction,662.0%,96.8%,,,2012,16.20,2.13,63,,,,,,,,,,,2020
244,checkout.com,United Kingdom,Fintech,661.5%,96.7%,,,2012,63.36,8.86,260,,,,,,,,,,,2020
245,ZeitWerk   Personal,Germany,Support Services,660.8%,96.7%,,,2015,4.42,0.58,7,,,,,,,,,,,2020
246,Tresorit,Hungary,Technology,657.3%,96.4%,,,2011,4.68,0.64,89,,,,,,,,,,,2020
247,Oxwork,France,Retail,656.9%,96.3%,,,2014,3.32,0.44,9,,,,,,,,,,,2020
248,STEPS,France,Construction,656.7%,96.3%,,,2014,1.76,0.23,1,,,,,,,,,,,2020
249,Virtus Lab,Poland,Technology,654.3%,96.1%,,,2009,6.10,0.82,126,,,,,,,,,,,2020
250,Aquis Exchange,United Kingdom,Financial Services,652.5%,96.0%,,,2012,4.50,0.73,32,,,,,,,,,,,2020
251,Eco   Pro,France,Construction,652.4%,95.9%,,,2014,2.60,0.35,10,,,,,,,,,,,2020
252,Maxxi   Engineering,Italy,Support Services,648.3%,95.6%,,,2012,1.62,0.22,14,,,,,,,,,,,2020
253,Alpha Real Estate   Holding,Germany,Property,646.7%,95.5%,,,2013,56.00,7.50,28,,,,,,,,,,,2020
254,Kumulus Vape,France,Retail,646.4%,95.4%,,,2015,6.51,0.87,25,,,,,,,,,,,2020
255,Nuevo Conseil et Formation,France,Support Services,644.9%,95.3%,,,2012,4.88,0.65,36,,,,,,,,,,,2020
256,Recambios Endado,Spain,Ecommerce,644.5%,95.3%,,,2012,3.33,0.45,24,,,,,,,,,,,2020
257,SCA Investments   (Gousto)*,United Kingdom,Technology,637.3%,94.6%,,,2012,55.70,9.21,266,,,,,,,,,,,2020
258,Nu'Art Events*,Italy,Travel & Leisure,636.9%,94.6%,,,2015,3.92,0.53,108,,,,,,,,,,,2020
259,Noonic,Italy,Technology,635.3%,94.5%,,,2014,2.27,0.31,12,,,,,,,,,,,2020
260,Brodynt Global,Spain,Telecoms,633.8%,94.3%,,,2012,5.94,0.81,35,,,,,,,,,,,2020
261,Dolly Noire,Italy,Retail,633.8%,94.3%,,,2013,2.94,0.40,13,,,,,,,,,,,2020
262,Ideria,France,Restaurants,633.5%,94.3%,,,2013,4.18,0.57,10,,,,,,,,,,,2020
263,Simples Análises,Portugal,Education,627.1%,93.7%,,,2009,1.77,0.24,33,,,,,,,,,,,2020
264,Hyper Recruitment Solutions,United Kingdom,Support Services,625.8%,93.6%,,,2011,10.85,1.73,35,,,,,,,,,,,2020
265,Italianway,Italy,Travel & Leisure,623.7%,93.4%,,,2014,5.65,0.78,46,,,,,,,,,,,2020
266,Rosano Dry Fruit,Italy,Food & Beverage,621.8%,93.3%,,,2014,2.83,0.39,6,,,,,,,,,,,2020
267,Gruppo   Del Barba Consulting,Italy,Financial Services,621.2%,93.2%,,,2010,3.82,0.53,15,,,,,,,,,,,2020
268,Oni Foods Overseas,Spain,Food & Beverage,618.3%,92.9%,,,2015,44.21,6.15,9,,,,,,,,,,,2020
269,WeWATCH   Security Service,Germany,Support Services,611.9%,92.4%,,,2013,4.97,0.70,103,,,,,,,,,,,2020
270,SuperAwesome,United Kingdom,Technology,610.3%,92.2%,,,2013,23.96,4.11,132,,,,,,,,,,,2020
271,Vmway,Italy,Technology,608.7%,92.1%,,,2012,6.39,0.90,47,,,,,,,,,,,2020
272,CLICKLEARN Aps,Denmark,Technology,603.0%,91.6%,,,2010,3.67,0.52,18,,,,,,,,,,,2020
273,Dexatel*,Estonia,Telecoms,601.2%,91.4%,,,2015,2.50,0.36,28,,,,,,,,,,,2020
274,BXR IndustrieService,Germany,Support Services,600.6%,91.4%,,,2006,16.27,2.32,257,,,,,,,,,,,2020
275,City Shop West Kiosk,Germany,Retail,600.0%,91.3%,,,2012,3.50,0.50,14,,,,,,,,,,,2020
276,Heltti,Finland,Health,599.5%,91.3%,,,2013,4.03,0.58,62,,,,,,,,,,,2020
277,Zero,Italy,Restaurants,599.4%,91.2%,,,2014,2.73,0.39,53,,,,,,,,,,,2020
278,BKE   Eisenbahn-Service,Germany,Transport,598.7%,91.2%,,,2014,2.19,0.31,6,,,,,,,,,,,2020
279,Naïo   Technologies,France,Industrial Goods,593.7%,90.7%,,,2011,2.12,0.30,41,,,,,,,,,,,2020
280,Decor Leader,Italy,Interiors,593.1%,90.7%,,,2014,3.00,0.43,16,,,,,,,,,,,2020
281,Standal,Spain,Construction,591.8%,90.5%,,,1992,3.12,0.45,21,,,,,,,,,,,2020
282,Mytho,Italy,Pharmaceuticals,586.9%,90.1%,,,2014,2.08,0.30,5,,,,,,,,,,,2020
283,Motius,Germany,Support Services,586.0%,90.0%,,,2013,4.02,0.59,57,,,,,,,,,,,2020
284,Rumi Storitve,Slovenia,Food & Beverage,585.6%,90.0%,,,2014,1.82,0.27,5,,,,,,,,,,,2020
285,Herrero   Brigantina,Spain,Insurance,585.6%,90.0%,,,2012,3.34,0.49,109,,,,,,,,,,,2020
286,Lorefice   & Ponzio,Italy,Support Services,585.5%,90.0%,,,1972,3.90,0.57,32,,,,,,,,,,,2020
287,Qaiware,Bulgaria,Fintech,581.5%,89.6%,,,2013,2.56,0.38,44,,,,,,,,,,,2020
288,SIMWERT,Germany,Telecoms,579.5%,89.4%,,,2011,13.93,2.05,15,,,,,,,,,,,2020
289,CogBooks,United Kingdom,Education,577.2%,89.2%,,,2004,1.53,0.28,41,,,,,,,,,,,2020
290,Sierra Paper,Spain,Industrial Goods,575.0%,89.0%,,,2015,5.80,0.86,3,,,,,,,,,,,2020
291,INDOS Financial,United Kingdom,Financial Services,570.9%,88.6%,,,2012,2.97,0.54,34,,,,,,,,,,,2020
292,Ecosupply,Portugal,Construction,568.3%,88.4%,,,2012,6.29,0.94,9,,,,,,,,,,,2020
293,Streetec,Germany,Automobiles,567.7%,88.3%,,,2002,4.97,0.74,9,,,,,,,,,,,2020
294,Buzzoole,Italy,Media,562.2%,87.8%,,,2013,7.02,1.06,78,,,,,,,,,,,2020
295,Cye Energia,Spain,Energy,561.8%,87.8%,,,2013,13.01,1.97,8,,,,,,,,,,,2020
296,Monterosa Productions,United Kingdom,Technology,559.6%,87.5%,,,2003,11.49,2.10,72,,,,,,,,,,,2020
297,PTM,Germany,Industrial Goods,555.8%,87.2%,,,2013,4.81,0.73,13,,,,,,,,,,,2020
298,Gioielleria Duca,Italy,Retail,547.4%,86.4%,,,2010,5.73,0.88,5,,,,,,,,,,,2020
299,Epidemic   Sound,Sweden,Technology,547.3%,86.4%,,,2009,21.52,3.63,278,,,,,,,,,,,2020
300,TECHPROS,Norway,Technology,547.2%,86.4%,,,2014,4.43,0.73,36,,,,,,,,,,,2020
301,gohenry,United Kingdom,Financial Services,543.4%,86.0%,,,2009,9.39,1.78,89,,,,,,,,,,,2020
302,Northmill Group,Sweden,Fintech,543.3%,86.0%,,,2006,42.36,7.22,96,,,,,,,,,,,2020
303,LBBZ,Germany,Automobiles,543.0%,86.0%,,,1991,38.97,6.06,143,,,,,,,,,,,2020
304,Solar Clim - BF COTE   D'AZUR,France,Construction,542.1%,85.9%,,,2009,3.07,0.48,10,,,,,,,,,,,2020
305,Assetz   Capital,United Kingdom,Financial Services,541.1%,85.8%,,,2012,19.26,3.62,98,,,,,,,,,,,2020
306,Maxpay,Malta,Fintech,540.7%,85.7%,,,2014,6.45,1.01,150,,,,,,,,,,,2020
307,HiveMQ,Germany,Technology,537.1%,85.4%,,,2012,2.10,0.33,14,,,,,,,,,,,2020
308,All Good,Poland,Food & Beverage,536.8%,85.4%,,,2012,9.78,1.56,73,,,,,,,,,,,2020
309,freestyle,Germany,Education,536.6%,85.3%,,,2010,3.52,0.55,52,,,,,,,,,,,2020
310,New   Truck,Italy,Energy,536.1%,85.3%,,,2003,13.71,2.15,7,,,,,,,,,,,2020
311,Scribbr,Netherlands,Education,532.4%,84.9%,,,2012,5.65,0.89,32,,,,,,,,,,,2020
312,Heart   Apartments,Italy,Travel & Leisure,531.4%,84.8%,,,2015,2.00,0.32,14,,,,,,,,,,,2020
313,GpasPlus,France,Retail,529.5%,84.6%,,,2012,3.55,0.56,10,,,,,,,,,,,2020
314,Pharazon (PHZ Full Stack),Finland,Management Consulting,529.2%,84.6%,,,2008,6.99,1.11,75,,,,,,,,,,,2020
315,Personalhaus   Bielefeld,Germany,Support Services,528.9%,84.6%,,,2014,27.64,4.40,3970,,,,,,,,,,,2020
316,CLAREO,France,Retail,528.6%,84.6%,,,2012,11.74,1.87,28,,,,,,,,,,,2020
317,Comal Impianti,Italy,Energy,527.0%,84.4%,,,2001,20.32,3.24,57,,,,,,,,,,,2020
318,SPG Steiner,Germany,Industrial Goods,523.8%,84.1%,,,1995,17.45,2.80,130,,,,,,,,,,,2020
319,Velocity Outlet,United Kingdom,Retail,521.6%,83.9%,,,2012,18.92,3.71,26,,,,,,,,,,,2020
320,Laser   Wire Solutions,United Kingdom,Technology,520.0%,83.7%,,,2011,4.48,0.88,28,,,,,,,,,,,2020
321,CO.NET,Germany,Support Services,519.9%,83.7%,,,2001,14.16,2.28,28,,,,,,,,,,,2020
322,Phenofarm,Italy,Chemicals,519.4%,83.7%,,,2009,2.18,0.35,17,,,,,,,,,,,2020
323,AlterBoutique,France,Retail,519.1%,83.6%,,,2011,2.52,0.41,10,,,,,,,,,,,2020
324,myElefant**,France,Technology,518.6%,83.6%,,,2010,10.19,1.65,40,,,,,,,,,,,2020
325,Senergica,Italy,Support Services,518.0%,83.5%,,,2014,3.35,0.54,12,,,,,,,,,,,2020
326,Global Control 5,Poland,Technology,517.2%,83.4%,,,2015,3.71,0.61,70,,,,,,,,,,,2020
327,VIPCON,Germany,Technology,515.7%,83.3%,,,1998,15.65,2.54,32,,,,,,,,,,,2020
328,innercircle,Germany,Support Services,515.2%,83.2%,,,2012,3.42,0.56,54,,,,,,,,,,,2020
329,Vialterra Infraestructuras,Spain,Construction,514.9%,83.2%,,,2000,54.97,8.94,153,,,,,,,,,,,2020
330,Transmission,United Kingdom,Sales & Marketing,513.3%,83.0%,,,2013,6.92,1.38,108,,,,,,,,,,,2020
331,Zelená pošta,Slovakia,Support Services,511.6%,82.9%,,,2012,1.64,0.27,6,,,,,,,,,,,2020
332,Trans and Trade 1,Bulgaria,Agricultural Commodities,509.0%,82.6%,,,2014,8.63,1.42,4,,,,,,,,,,,2020
333,SILKHOM,France,Support Services,507.9%,82.5%,,,2013,3.40,0.56,21,,,,,,,,,,,2020
334,Rocksteady   Music School,United Kingdom,Education,505.3%,82.3%,,,2012,4.35,0.85,134,,,,,,,,,,,2020
335,Botron Software   Solutions,Bulgaria,Technology,503.2%,82.0%,,,2013,2.67,0.44,26,,,,,,,,,,,2020
336,CSG (Greencell),Poland,Batteries,502.3%,81.9%,,,2008,15.12,2.56,86,,,,,,,,,,,2020
337,JSC Medium Group,Lithuania,Transport,500.0%,81.7%,,,2008,3.00,0.50,18,,,,,,,,,,,2020
338,WED2B,United Kingdom,Retail,499.6%,81.7%,,,2009,20.80,4.07,418,,,,,,,,,,,2020
339,Xcede Recruitment,United Kingdom,Support Services,497.4%,81.4%,,,2003,29.02,5.64,63,,,,,,,,,,,2020
340,LEAD Consult,Bulgaria,Technology,494.1%,81.1%,,,2012,1.57,0.26,19,,,,,,,,,,,2020
341,Cloudi-Fi,France,Technology,493.9%,81.1%,,,2014,1.96,0.33,20,,,,,,,,,,,2020
342,C2A,France,Financial Services,491.8%,80.9%,,,2010,9.38,1.58,14,,,,,,,,,,,2020
343,Fast-Up   Partners,France,Management Consulting,489.2%,80.6%,,,2013,5.04,0.86,16,,,,,,,,,,,2020
344,AFR-IX Telecom,Spain,Telecoms,488.8%,80.6%,,,2015,5.04,0.86,21,,,,,,,,,,,2020
345,StillKom*,Norway,Construction,488.5%,80.5%,,,2015,5.19,0.93,101,,,,,,,,,,,2020
346,raumweltenheiss,Germany,Retail,486.8%,80.4%,,,2015,6.09,1.04,18,,,,,,,,,,,2020
347,MyPostcard.com,Germany,Ecommerce,484.7%,80.2%,,,2014,3.72,0.64,24,,,,,,,,,,,2020
348,Arpilabe,France,Support Services,484.6%,80.1%,,,2008,2.58,0.44,46,,,,,,,,,,,2020
349,I.C.E.,Italy,Support Services,483.6%,80.0%,,,2012,2.70,0.46,9,,,,,,,,,,,2020
350,Alternativa   Impianti,Italy,Construction,483.3%,80.0%,,,2013,3.50,0.60,20,,,,,,,,,,,2020
351,NowaLed,Poland,Energy,481.8%,79.9%,,,2013,2.31,0.40,24,,,,,,,,,,,2020
352,bizforward,Germany,Support Services,477.3%,79.4%,,,2014,2.25,0.39,8,,,,,,,,,,,2020
353,Globalis Viagens e   Eventos Corporativos,Portugal,Travel & Leisure,476.0%,79.3%,,,2015,8.73,1.51,16,,,,,,,,,,,2020
354,Forever   Entertainment,Poland,Games Industry,475.4%,79.2%,,,2010,1.60,0.28,32,,,,,,,,,,,2020
355,Exacaster,Lithuania,Technology,474.1%,79.1%,,,2011,4.22,0.74,64,,,,,,,,,,,2020
356,Adrenaline   X-Treme Adventures Group,Italy,Construction,473.3%,79.0%,,,2011,1.49,0.26,4,,,,,,,,,,,2020
357,A.U.E. Genc   Warenhandels,Germany,Ecommerce,473.0%,78.9%,,,2009,7.66,1.34,10,,,,,,,,,,,2020
358,truu wasserweik,Germany,Technology,471.4%,78.8%,,,2011,7.31,1.28,40,,,,,,,,,,,2020
359,Kolinpharma,Italy,Pharmaceuticals,471.2%,78.8%,,,2013,7.17,1.26,37,,,,,,,,,,,2020
360,GSM Telecom Products,Norway,Telecoms,470.4%,78.7%,,,2013,13.95,2.63,51,,,,,,,,,,,2020
361,Reech,France,Media,470.4%,78.7%,,,2013,5.18,0.91,32,,,,,,,,,,,2020
362,Neo Systems,France,Telecoms,467.0%,78.3%,,,2012,3.08,0.54,16,,,,,,,,,,,2020
363,Fountain   Partnership,United Kingdom,Advertising,466.1%,78.2%,,,2011,3.65,0.78,38,,,,,,,,,,,2020
364,FUGU,France,Construction,465.3%,78.1%,,,2011,2.42,0.43,5,,,,,,,,,,,2020
365,Iplan   Gestión Integral,Spain,Support Services,464.3%,78.0%,,,2008,7.72,1.37,210,,,,,,,,,,,2020
366,New adVentures,Portugal,Media,463.0%,77.9%,,,2012,4.32,0.77,97,,,,,,,,,,,2020
